area;location;price;rooms;square_price;source;title
65;Opština Savski venac , Stadion Crvene zvezde , Rajka Mitića;191000;2.5;2938;halooglasi;Dedinje, odličan stan ID#6975
75;Opština Rakovica , Petlovo brdo , Generala Zgonjanina;130000;4.0;1733;halooglasi;Petlovo brdo - stan u kući u nizu ID#4441
94;Opština Novi Beograd , Blok 44 (TC Piramida) , Gandijeva;250000;4.0;2660;halooglasi;Blok 44, 94m2, VI, dupleks, 2 ulaza
76;Opština Zemun , Gornji grad , Skopljanska;180000;3.0;2368;halooglasi;Novogradnja useljivo ID#1026
94;Opština Vračar , Centar , Bulevar Kralja Aleksandra;394500;3.0;4226;halooglasi;Bulevar kralja Aleksandra, Centar, Vračar ID#2218
90;Opština Vračar , Centar , Bulevar Kralja Aleksandra;457000;3.0;5098;halooglasi;Bulevar kralja Aleksandra, Centar, Vračar ID#2219
143;Opština Vračar , Centar , Bulevar Kralja Aleksandra;673000;4.0;4729;halooglasi;Bulevar kralja Aleksandra, Centar, Vračar ID#2220
75;Opština Zvezdara , Gradska bolnica , Kladovska;202000;3.0;2693;halooglasi;Gradska bolnica, Kladovska, 3.0, 75 m2 sa terasom
84;Opština Novi Beograd , Blok 28 , Bulevar Milutina Milankovića;214900;3.0;2558;halooglasi;Sređen namešten stan - Novi Beograd ID#3351
42;Opština Rakovica , Miljakovac , Nikole Marakovića;95000;1.5;2262;halooglasi;MILJAKOVAC, Uknjižen stan, LAKO adaptibilan u  2.0
85;Opština Savski venac , Beograd na vodi , Bulevar Vudroa Vilsona;428000;3.0;5035;halooglasi;BWF, Metropolitan, Bulevar Vudroa Vilsona
39;Opština Zemun , Centar , Oračka;115000;1.0;2949;halooglasi;Oračka, centar Zemuna, odličan stan
84;Opština Rakovica , Vidikovac , Vidikovački venac;178000;3.5;2119;halooglasi;Vidikovački venac, 3.5 komforan stan
47;Opština Zemun , Novi grad , Petra Kočića;180000;2.0;3889;halooglasi;Zemun, Petra Kočića, odličan lux stan
97;Opština Rakovica , Vidikovac , Vidikovački venac;249000;3.5;2567;halooglasi;Rakovica, Vidikovac - Vidikovački venac 97m2
33;Opština Zemun , Batajnica , Banovačka;46704;1.5;1415;halooglasi;Batajnica, 33m2, pr, eg,
25;Opština Zemun , Batajnica , Banovačka;35224;1.0;1409;halooglasi;Batajnica, 25m2, pr, eg,
86;Opština Vračar , Neimar , Politova;310000;3.0;3605;halooglasi;Vračar, Neimar, Politova, lep trosoban
55;Opština Palilula , Karaburma , Dr.Nika Miljanića;99850;3.0;1815;halooglasi;Karaburma, nov stan 55m2
263;Opština Vračar , Hram svetog Save , Internacionalnih brigada;640000;5.0;2433;halooglasi;Vračar,Hram Sv.Save-Internacionalnih brigada
51;Opština Voždovac , Braće Jerković , Nade Naumović;89000;1.5;1745;halooglasi;Voždovac, Braće Jerković - Nade Naumović 51m2
46;Opština Voždovac , Braće Jerković , Braće Jerković;129000;2.0;2804;halooglasi;Voždovac, Braće Jerković  46m2
55;Opština Zemun , Altina , Aleksandra Petrovića;107250;3.0;1950;halooglasi;Aleksandra Petrovića, Altina, Zemun ID#1634
80;Opština Voždovac , Medaković 3 , Borivoja Stevanovića;152000;2.5;1900;halooglasi;Medaković III - Borivoja Stevanovića - dvoiposoban
52;Opština Vračar , Južni bulevar , Južni Bulevar;195000;2.0;3750;halooglasi;Južni bulevar, lux, kompletno opremljen
211;Opština Vračar , Centar , Bulevar Kralja Aleksandra;944000;6.0;4485;halooglasi;Bulevar kralja Aleksandra, Centar, Vračar ID#2216
211;Opština Vračar , Centar , Bulevar Kralja Aleksandra;1010000;6.0;4800;halooglasi;Bulevar kralja Aleksandra, Centar, Vračar ID#2217
60;Opština Savski venac , Beograd na vodi ,;235000;2.0;3928;halooglasi;dvosoban stan na 6. spratu, BW Eterna
201;Opština Vračar , Hram svetog Save , Bulevar oslobođenja;908055;6.0;4518;halooglasi;Vračar, odlična lokacija, nvg sa gar.mestom ID#694
105;Opština Novi Beograd , Bežanijska kosa 1 , Nikole Dobrovića;225000;4.0;2143;halooglasi;Bežanijska kosa I, 105m2, III, cg,
46;Opština Zemun , Zemun polje , Braće Krnješevac;68500;1.5;1489;halooglasi;Zemun, Zemun polje
54;Opština Zvezdara , Mirijevo , Vladislava Bajčevića;115000;2.5;2130;halooglasi;Vladislava Bajčevića, Mirijevo, Zvezdara ID#2015
64;Opština Voždovac , Dušanovac , Ustanička;179000;2.0;2797;halooglasi;Šumice, 64m2, VII, cg, lux
67;Opština Rakovica , Kanarevo brdo , Vukasovićeva;149000;2.5;2224;halooglasi;Eksluzivni stan na Kanarevom brdu ID#128757
65;Opština Zemun , Altina , Aleksandra Petrovića;126750;3.0;1950;halooglasi;Aleksandra Petrovića, Altina, Zemun ID#1633
85;Opština Novi Beograd , Blok 63 , Nehruova;210000;3.0;2471;halooglasi;Blok 63, 85m2 uknjiženo + 14m2 terase
47;Opština Voždovac , Lekino brdo , Tetovska;155000;2.0;3298;halooglasi;Lekino brdo, novogradnja, sa Pdv-om
85;Opština Novi Beograd , Blok 45 (TC Enjub) , Dr Ivana Ribara;187000;3.5;2200;halooglasi;Dr Ivana Ribara, Novi Beograd ID#1361
84;Opština Zvezdara , Mirijevo , Rudi Čajaveca;180000;3.5;2143;halooglasi;Rudi Čajaveca, Mirijevo, Zvezdara ID#1362
64;Opština Novi Beograd , YUBC , Bulevar Mihajla Pupina;260000;2.0;4062;halooglasi;Bulevar Mihajla Pupina, YUBC, Novi Beograd ID#1597
57;Opština Zemun , Meandri , Sremskih boraca;110000;2.5;1930;halooglasi;Sremskih boraca, Meandri, Zemun ID#1331
55;Opština Palilula , Krnjača , Koste Josipovića;85000;2.0;1545;halooglasi;Koste Josipovića, Krnjača, Palilula ID#1395
48;Opština Novi Beograd , Blok 63 , Vojvođanska;149900;2.0;3123;halooglasi;Vojvođanska, Blok 63, Novi Beograd ID#1042
87;Opština Palilula , Borča , Borčanskih žrtava 1914.;150850;4.0;1750;halooglasi;Borčanskih žrtava 1914, Borča, Palilula ID#1241
78;Opština Čukarica , Filmski grad , Aljehinova;158000;3.0;2026;halooglasi;Aljehinova, Filmski grad, Čukarica ID#1474
216;Opština Palilula , Višnjička Banja , Isaka Njutna;320000;6.0;1481;halooglasi;Isaka Njutna, Višnjička banja, Palilula ID#1374
103;Opština Novi Beograd , Bežanijska kosa 2 , Peđe Milosavljevića;179000;3.0;1738;halooglasi;Peđe Milosavljevića, Bežanijska Kosa II, Novi Beog
55;Opština Grocka , Kaluđerica , Lončarevo;85250;2.5;1550;halooglasi;Lončarevo, Kaluđerica, Grocka ID#1493
73;Opština Savski venac , Senjak , Ruska;159000;2.5;2178;halooglasi;Ruska, Senjak, Savski Venac ID#1376
185;Opština Vračar , Centar , Bulevar Kralja Aleksandra;795000;4.0;4298;halooglasi;Bulevar kralja Aleksandra, Centar, Vračar ID#2214
213;Opština Vračar , Centar , Bulevar Kralja Aleksandra;1117000;4.0;5253;halooglasi;Bulevar kralja Aleksandra, Centar, Vračar ID#2215
50;Opština Čukarica , Čukarička padina , Endija Vorhola;163888;2.0;3278;halooglasi;Victory Gardens, novi kompleks, bez provizije ID#3
75;Opština Čukarica , Čukarička padina , Endija Vorhola;193888;3.0;2585;halooglasi;Victory Gardens, bez provizije ID#3209
33;Opština Čukarica , Čukarička padina , Endija Vorhola;106888;1.0;3239;halooglasi;Victory Gardens, poslovni apartman, bez provizije
95;Opština Voždovac , Autokomanda , Bože Jankovića;229000;4.0;2411;halooglasi;Autokomanda, 95m2, II, gas
52;Opština Palilula , Karaburma , Drenovačka;107000;2.0;2058;halooglasi;Karaburma-Drenovačka, 52m2, VI, cg, hitno
53;Opština Čukarica , Banovo brdo , Blagoja Parovića;140000;2.0;2642;halooglasi;Banovo brdo-Blagoja parovića
79;Opština Zemun , Save Kovačevića , Dragana Rakića;140000;3.0;1772;halooglasi;Prodaja Stan Zemun Sava Kovacevic 79m2 3.0 ID#1281
130;Opština Novi Beograd , Blok 19a , Bulevar Arsenija Čarnojevića;290000;4.0;2231;halooglasi;Blok 19a,130m2, VII, cg
37;Opština Grocka , Kaluđerica , Majke Jevrosime;60000;1.5;1622;halooglasi;Kaluđerica, 1.5 soban stan, Majke Jevrosime
130;Opština Rakovica , Vidikovac , Patrijarha Joanikija;220000;5.0;1692;halooglasi;Duplex ceo namesten lux 5.0 stan Vidikovac
83;Opština Novi Beograd , Dr Ivana Ribara , Dr. Ivana Ribara;180000;3.0;2169;halooglasi;Blok 72, 83m2, V, cg
131;Opština Vračar , Hram svetog Save , Stojana Protića;535920;4.0;4091;halooglasi;Prodaja, stan, Stojana Protica, 131m2, Id434
106;Opština Vračar , Hram svetog Save , Makenzijeva;285000;3.0;2689;halooglasi;Slavija, 106m2, III, eg
63;Opština Čukarica , Banovo brdo , Pere Todorovića;196000;2.5;3111;halooglasi;Banovo brdo, Pere Todorovića, 2.5, LUX, 63m2, uknj
90;Opština Voždovac , Medaković 3 , Braće Srnić;198000;4.0;2200;halooglasi;Medaković III Braće Srnić 4.0
90;Opština Vračar , Kalenić pijaca , Mileševska;320000;4.0;3556;halooglasi;Lep porodičan stan na Vračaru ID#1454
56;Opština Zemun , Meandri , Bačka;122000;1.5;2179;halooglasi;Odličan stan u Zemunu, Bačka ID#3396
85;Opština Savski venac , Centar , Kneza Miloša;389000;3.0;4576;halooglasi;Savski venac, Skyline - Kneza Miloša, 85m2
215;Opština Savski venac , Beograd na vodi , Hercegovačka;860000;6.0;4000;halooglasi;Beograd na vodi - Hercegovačka, 215m2
118;Opština Savski venac , Beograd na vodi , Bulevar Vudroa Vilsona;449000;4.0;3805;halooglasi;Beograd na vodi - Bulevar Vudroa Vilsona, 118m2
153;Opština Vračar , Hram svetog Save , Stojana Protića;625923;4.0;4091;halooglasi;Prodaja, stan, Stojana Protica, 153m2, Id433
89;Opština Rakovica , Petlovo brdo , 11. krajiške divizije;204000;3.5;2292;halooglasi;Petlovo brdo, lux funkcionalan 3.5s ID#6176
93;Opština Novi Beograd , Bežanijska kosa 1 , Kolumbova;274000;3.5;2946;halooglasi;Bezanijska kosa, Kolumbova
75;Opština Rakovica , Stari Košutnjak , Srzentićeva;185000;3.0;2467;halooglasi;Stari Kosutnjak, Srzenticeva
110;Opština Savski venac , Zeleni venac , Jug Bogdanova;330000;5.0;3000;halooglasi;Zeleni venac, Jug Bogdanova
127;Opština Čukarica , Cerak vinogradi , Jasenova;244900;4.0;1928;halooglasi;Cerak vinogradi, Jasenova
51;Opština Zvezdara , Cvetanova ćuprija , Generala Božidara Jankovića;87000;2.0;1706;halooglasi;Cvetanova cuprija, Generala Bozidara Jankovica
75;Opština Voždovac , Banjica , Bulevar JNA;190000;3.0;2533;halooglasi;Banjica, Paunov breg, Bulevar JNA
65;Opština Savski venac , Dedinje , Rajka Mitića;191000;3.0;2938;halooglasi;Dedinje, Diplomatska kolonija, 65m2, 3.0 ID#2378
61;Opština Surčin , Ledine , Isidore Sekulić;125000;3.0;2049;halooglasi;Isidore Sekulić, Ledine, Surčin ID#1632
36;Opština Novi Beograd , YUBC , Bulevar Mihajla Pupina;169000;2.0;4694;halooglasi;YBC hitna prodaja ID#128721
47;Opština Vračar , Crveni krst , Metohijska;150000;1.0;3191;halooglasi;Crveni krst Metohijska 42m2
75;Opština Voždovac , Lekino brdo , Strumička;205000;3.0;2733;halooglasi;Voždovac Lekino Brdo 75m2 T
65;Opština Zvezdara , Cvetkova pijaca , Odeska;99000;2.0;1523;halooglasi;Stan 65 m2 Odeska
46;Opština Zvezdara , Cvetkova pijaca , Vojvode Dovezenskog;135000;1.5;2935;halooglasi;Cvetkova pijaca, 46m2 ID#7705
48;Opština Savski venac , Beograd na vodi , Bulevar Vudroa Vilsona;193888;2.0;4039;halooglasi;Beograd na vodi, BW Nova, sa PDV-om ID#3202
48;Opština Savski venac , Beograd na vodi , Bulevar Vudroa Vilsona;199888;2.0;4164;halooglasi;BW Nova, sa PDV-om, direktna prodaja ID#3203
48;Opština Savski venac , Beograd na vodi , Bulevar Vudroa Vilsona;218888;2.0;4560;halooglasi;Beograd na vodi, BW Nova, plaćanje na rate ID#3204
61;Opština Savski venac , Beograd na vodi , Bulevar Vudroa Vilsona;249888;3.0;4097;halooglasi;BW Nova, na rate, bez provizije ID#3205
65;Opština Savski venac , Beograd na vodi , Bulevar Vudroa Vilsona;242888;3.0;3737;halooglasi;BW Nova, trosoban, na rate, bez provizije ID#3206
80;Opština Savski venac , Beograd na vodi ,;355000;3.0;4486;halooglasi;Beograd na vodi, zgrada Verde, 79m2
116;Opština Čukarica , Banovo brdo , Paštrovićeva;310000;3.0;2672;halooglasi;Banovo b.,116 m2,2p.mesta u gar.6/6, lift,luks,
28;Opština Savski venac , Sarajevska , Sarajevska;59000;2.0;2107;halooglasi;Centar, Sarajevska, 2.0, 28m2,pr, dvorišno
36;Opština Čukarica , Bele vode , Crveno barjače;82000;1.5;2278;halooglasi;Bele vode, Crveno barjače
35;Opština Savski venac , Sarajevska , Sarajevska;142000;1.5;4057;halooglasi;Centar, Sarajevska,1.5,35m2, 2/5,lift,uknj.
65;Opština Zvezdara , Konjarnik , Ustanička;145000;2.0;2231;halooglasi;Konjarnik-Ustanička
50;Opština Zemun , Gornji grad , Laze Jovanovića-Porcija;65000;2.5;1300;halooglasi;Laze Jovanovića - Porcija, Gornji grad, Zemun ID#1
46;Opština Zvezdara , Mirijevo , Matice Srpske;117000;2.5;2543;halooglasi;Matice srpske, Mirijevo, Zvezdara ID#2011
103;Opština Palilula , Botanička bašta , Šajkaška;259000;4.0;2515;halooglasi;Kvalitetna nadogradnja iz 1999
80;Opština Zvezdara , Olimp , Duvanjska;186000;3.0;2325;halooglasi;Odlična novogradnja u blizini Olimpa!
49;Opština Zvezdara , Olimp , Duvanjska;117000;1.5;2388;halooglasi;Odlična novogradnja u blizini Olimpa!
104;Opština Stari grad , Politika , Svetogorska;293000;4.0;2817;halooglasi;Svetogorska, kod Politike, salonac, prodaja
71;Opština Novi Beograd , Blok 23 , Antifašističke borbe;245000;2.5;3451;halooglasi;Blok 23, odličan, renoviran stan
75;Opština Novi Beograd , Blok 23 , Bulevar Milutina Milankovića;155000;3.5;2067;halooglasi;Dupleks sa odličnim potencijalom
44;Opština Zvezdara , Veliki Mokri Lug , Milovana Vidakovića;125000;3.0;2841;halooglasi;Mitrovo brdo, duplex, lux, mereno 92m2 ID#6425
55;Opština Zemun , Zemun polje , Bertranda Rasela;79000;2.0;1436;halooglasi;Bertranda Rasela, Zemun polje, Zemun ID#1768
87;Opština Zvezdara , Vukov Spomenik , Vojvode Šupljikca;234500;3.5;2695;halooglasi;Vracar-Vukov spomenik- Vojvode Šupljikca
63;Opština Čukarica , Železnik , Živana Panića;101000;3.0;1603;halooglasi;Železnik - nov trosoban stan sa parking mestom
77;Opština Voždovac , Banjica , Bulevar oslobođenja;199000;3.0;2584;halooglasi;Bulevar oslobođenja, Banjica, Voždovac ID#2213
93;Opština Novi Beograd , Blok 63 , Gandijeva;230000;3.5;2473;halooglasi;Uknjižen - Blok 63 - Gandijeva
58;Opština Čukarica , Čukarička padina , Radnička;129000;2.0;2224;halooglasi;Cukaricka padina 2.0 58+2L 4/7 cg lift uknjizen
88;Opština Čukarica , Cerak , Petefijeva;154900;4.0;1760;halooglasi;Odličan porodičan
107;Opština Stari grad , Centar , Svetogorska;293000;3.0;2738;halooglasi;Trosoban salonac za renoviranje
96;Opština Novi Beograd , Tošin bunar ,;342000;3.0;3562;halooglasi;Novi Beograd - Tošin bunar
125;Opština Novi Beograd , Tošin bunar ,;474500;4.0;3796;halooglasi;Novi Beograd - Tošin bunar
61;Opština Palilula , Botanička bašta , Vojvode Dobrnjca;160000;2.0;2623;halooglasi;Vojvode Dobrnjca, 61m2, odlicno za stan na dan
138;Opština Novi Beograd , Blok 65 , Tošin bunar;617000;4.0;4471;halooglasi;"Izuzetan stan sa garažnim mestom, ""New Minel"""
61;Opština Voždovac , Kumodraž , Bulevar Peka Dapčevića;117000;2.0;1918;halooglasi;Bulevar Peka Dapčevića, dvosoban, adaptibilan,61m2
37;Opština Palilula , Karaburma , Mirijevski bulevar;69500;1.5;1878;halooglasi;Odlična lokacija, 1.5 Karaburma
122;Opština Voždovac , Vojvode Stepe , Vojvode Stepe;320000;4.0;2623;halooglasi;Voždovac - Vojvode Stepe
127;Opština Zvezdara , Gradska bolnica , Velebitska;410000;3.0;3244;halooglasi;Gradska bolnica, 126m2 uknjiženih, 177m2 merenih s
95;Opština Zemun , Gornji grad , Banatska;229000;3.5;2419;halooglasi;Zemona stan 94,68m2 troiposoban
110;Opština Zemun , Gornji grad , Banatska;263200;4.0;2409;halooglasi;Zemona stan 65,76m2 dvosoban
59;Opština Novi Beograd , Blok 70a , Dr Agostina Neta;165000;2.5;2797;halooglasi;59m+ Ter 18m Blok 70A - Dr Agostina Neta
160;Opština Savski venac , Stadion Partizana , Oblakovska;280000;6.0;1750;halooglasi;Oblakovska  – lux stambeno poslovni – 1% provizija
59;Opština Zvezdara , Mirijevo , Nine Kirsanove;111000;3.0;1881;halooglasi;Mirijevo – novogradnja – 1% provizija
55;Opština Voždovac , Braće Jerković , Braće Jerković;132000;2.0;2400;halooglasi;Braće Jerković, renoviran ID#6970
96;Opština Stari grad , Terazije , Kraljice Natalije;275000;3.5;2865;halooglasi;Odličan stan - Kraljice Natalije ID#3320
76;Opština Zemun , Zemunske kapije , Skopljanska;182400;3.5;2400;halooglasi;Zem kapije – novogradnja – duplex
100;Opština Voždovac , Autokomanda , Vojvode Stepe;270000;3.5;2700;halooglasi;Autokomanda – lux novogradnja – 1% provizija
152;Opština Palilula , Palilulska pijaca , Đušina;494000;3.0;3250;halooglasi;Izuzetan duplex kod Palilulske pijace
47;Opština Zemun , Zemun polje , Akrobate Aleksića;85000;1.0;1809;halooglasi;Zemun polje, lako u 1.5
73;Opština Savski venac , Senjak , Stjepana Filipovića;186250;3.0;2551;halooglasi;Senjak, Stjepana Filipovića, 73m2 ID#54669
48;Opština Savski venac , Beograd na vodi , Bulevar Vudroa Vilsona;211888;2.0;4414;halooglasi;BW Nova, na rate, bez provizije ID#3201
60;Opština Zemun , Ugrinovačka , Banijska;152400;2.5;2540;halooglasi;Zemun, Ugrinovačka, Banijska,60m2, 2.5,novogradnja
51;Opština Vračar , Kalenić pijaca , Koče Kapetana;180000;2.0;3529;halooglasi;Kalenić pijaca, Koče Kapetana, renoviran,51m2, 2.0
141;Opština Savski venac , Beograd na vodi , Scala;594000;3.0;4213;halooglasi;BW Scala, lux, neuseljavan, bašta, ID 21651
67;Opština Savski venac , Dedinje ,;278388;3.0;4180;halooglasi;Lux stan za prodaju, Dedinje 66,60m2 ID1935
51;Opština Savski venac , Dedinje ,;205372;2.0;4070;halooglasi;Lux stan za prodaju, Dedinje 50,46m2 ID1934
56;Opština Savski venac , Dedinje ,;239382;3.0;4290;halooglasi;Lux stan za prodaju, Dedinje 55,8m2 ID1933
84;Opština Stari grad , Centar , Nušićeva;320000;3.0;3810;halooglasi;Centar, komforan salonac, uknjižen, ID 15642
104;Opština Čukarica , Žarkovo , Trgovačka;215000;4.5;2067;halooglasi;Žarkovo - Trgovačka 4.5-soban
69;Opština Čukarica , Železnik , Stevana Sremca;90000;2.5;1304;halooglasi;Železnik stan sa terasom i parking mestom
48;Opština Vračar , Kalenić pijaca , Požarevačka;180000;2.0;3750;halooglasi;Požarevačka Kalenić pijaca Vračar Beograd Srbij...
86;Opština Vračar , Krunska , Njegoševa;284000;3.0;3302;halooglasi;Krunska  Vracar
105;Opština Voždovac , Lekino brdo , Rade Končara;208000;6.0;1981;halooglasi;Širi centar-Vozdovac Lekino Brdo ID#1126
65;Opština Novi Beograd , Hotel Jugoslavija ,;203000;2.0;3123;halooglasi;Hotel Jugoslavija---odmah useljiv---uknjizen
56;Opština Zemun , Meandri , Bačka;123000;2.0;2196;halooglasi;Bačka, Meandri, Zemun ID#2009
33;Opština Novi Beograd , YUBC , Bulevar Mihaila Pupina;169000;1.5;5121;halooglasi;Novi Beograd, Yubc - Bulevar Mihaila Pupina
108;Opština Zvezdara , Crveni krst , Pop Stojanova;180000;3.0;1667;halooglasi;Crveni krst, Pop Stojanova, 108m2+T, 3.0 ID#2376
155;Opština Palilula , Višnjička Banja , Stojana Stoleta Aranđelovića;290000;5.0;1871;halooglasi;Višnjička banja,Stojana Arandjelovića, 5,0,155m2,T
53;Opština Zemun , Galenika , Milice Šuvaković;106000;1.5;2000;halooglasi;Galenika, 1.5, 53(L)
30;Opština Palilula , Borča , Koste Manojlovića;49000;0.5;1633;halooglasi;Borča 2, 0.5, 30(5)
104;Opština Novi Beograd , Hotel Jugoslavija , Bulevar maršala Tolbuhina;218000;3.0;2096;halooglasi;Hotel YU sa pogledom na Dunav, 3.0, 104(30)
68;Opština Zvezdara , Đeram pijaca , Starca Vujadina;250000;3.0;3676;halooglasi;Izuzetna nekretnina ID#128320
106;Opština Savski venac , Centar , Kraljice Natalije;340000;4.0;3208;halooglasi;Centar, lux stan 106 m2 + terasa 10 m2 ID#2876
61;Opština Sopot , Rogača , Prvomajska;125000;3.0;2049;halooglasi;Kosmaj Residence, 61m2, sa parking mestom ID#7698
60;Opština Palilula , Tašmajdan , Stanoja Glavaša;155000;3.0;2583;halooglasi;Tašmajdan, odličan 3s, mereno 71.5m2 ID#7435
50;Opština Voždovac , Farmaceutski fakultet , Beranska;100000;2.0;2000;halooglasi;Farmaceutski fakultet, Beranska, novija gradnja
41;Opština Novi Beograd , Ledine ,;92000;1.5;2244;halooglasi;Oplenačka, Ledine, Novi Beograd ID#2211
164;Opština Vračar , Centar , Bulevar Kralja Aleksandra;687500;6.0;4206;halooglasi;Bulevar kralja Aleksandra, Centar, Vračar ID#2212
145;Opština Savski venac , Beograd na vodi ,;935000;4.0;6479;halooglasi;Beograd na vodi, zgrada Perla, 144m2
40;Opština Surčin , Jakovo , Branislava Jovanovića;58500;1.5;1492;halooglasi;Jakovo, 1.5-soban, 39 m2, novogradnja
50;Opština Surčin , Jakovo , Branislava Jovanovića;79900;2.0;1598;halooglasi;Jakovo, 2.0-soban, 50+Tm2, novogradnja
62;Opština Surčin , Jakovo , Branislava Jovanovića;93000;3.0;1512;halooglasi;Jakovo, 3.0-soban, 62m2, novogradnja
49;Opština Palilula , Kotež , Veletinska;77600;3.0;1600;halooglasi;TOP spratnost, Kotež - Veletinska, 48m2
92;Opština Palilula , Profesorska kolonija ,;270000;3.0;2935;halooglasi;Ispod Taša, kod Profesorske kolonije -Hadžipopovac
75;Opština Novi Beograd , Blok 22 , Milentija Popovića;234000;3.0;3120;halooglasi;Blok 22 Sava centar, 75m2+T, 2/VII, uknjižen
34;Opština Voždovac , Lekino brdo , Maksima Gorkog;120000;1.5;3529;halooglasi;Jednoiposoban stan kod Druge ekonomske škole, 34m2
92;Opština Voždovac , Autokomanda , Bože Jankovića;265000;3.0;2880;halooglasi;Voždovac, Bože Jankovića, 92m2, novogradnja
86;Opština Novi Beograd , Stari Merkator , Luja Adamiča;225000;3.0;2616;halooglasi;Stari Merkator, Luja Adamiča, izuzetan trosoban st
51;Opština Zemun , Batajnica , Milice Rakić;85000;2.5;1667;halooglasi;Batajnica, Milice Rakić, sređen
66;Opština Palilula , Karaburma , Vojvode Micka Krstića;115000;3.5;1742;halooglasi;Karaburma, Vojvode Micka Krstića, 3.5, 66m2, uknji
85;Opština Zvezdara , Slavujev venac , Stjepana Ljubiše;263500;3.0;3100;halooglasi;Stjepana Ljubiše-zgrada iz 2014
59;Opština Novi Beograd , Paviljoni , Bulevar Mihaila Pupina;177000;2.5;3000;halooglasi;Bulevar Mihaila Pupina, 2,5 stan 59m2 sa lođom
112;Opština Savski venac , Klinički centar , Durmitorska;500000;4.0;4464;halooglasi;Novogradnja, duplex, kompletno opremljen ID#5474
105;Opština Vračar , Čubura ,;350000;3.0;3333;halooglasi;Odličan trosoban komforan stan kod Čuburskog parka
157;Opština Zvezdara , Đeram pijaca ,;385000;4.0;2452;halooglasi;Lux duplex u Đevđelijskoj
134;Opština Čukarica , Cerak , Sandžačka;195000;6.0;1455;halooglasi;Cerak, Sandžačka, 134m2+2T, 5.0 ID#2375
45;Opština Čukarica , Čukarička padina , Stevana Đurđevića Trošarinca;130000;2.0;2889;halooglasi;Čukarička padina, 45m2+T, 2.0, lux, prazan, uselji
157;Opština Zemun , Gornji grad;399999;4.5;2548;halooglasi;Zemun - Gornji grad, vrhunska novogradnja
123;Opština Stari grad , Knez Mihailova ,;549900;6.0;4471;halooglasi;Stari Grad (Beograd), Knez Mihajlova, Stan, 5, 123
73;Opština Palilula , Mašinski fakultet , Svetozara Ćorovića;219000;3.0;3000;halooglasi;Stan Svetozara Ćorovića, kod Mašinskog fakulteta
67;Opština Voždovac , FON - Bilećka , Jove Ilića;220000;3.0;3284;halooglasi;Voždovac - Jove Ilića, garažno mesto ID#4438
271;Opština Vračar , Neimar , Hadži-Melentijeva;825000;5.0;3044;halooglasi;Hadži-Melentijeva 271m2 Penthouse
89;Opština Novi Beograd , Blok 19a , Vladimira Popovića;250000;4.5;2809;halooglasi;Odličan 4.5 stan, Vladimira Popovića, 89m2 ID#1219
44;Opština Zvezdara , Cvetanova ćuprija , Cvetanova ćuprija;81000;2.0;1841;halooglasi;Medak padina - Cvetanova ćuprija 44kvm
68;Opština Barajevo , Barajevo (mesto) , 20 oktobra;56000;3.5;824;halooglasi;Barajevo, naselje Gaj, stan 68m2
49;Opština Zvezdara , Lion , Čede Mijatovića;140000;2.0;2857;halooglasi;Lion, 2,0, 49m2, III, CG, uknjižen
39;Opština Stari grad , Skupština , Palmotićeva;170000;1.0;4359;halooglasi;Prelep stan u  Palmotićevoj ulici, Stari grad
67;Opština Zvezdara , Cvetkova pijaca , Ljube Davidovića;102000;2.0;1522;halooglasi;Ljube Davidovića, Cvetkova pijaca, Zvezdara ID#119
28;Opština Voždovac , Autokomanda , Ustanička;94000;1.0;3357;halooglasi;Odlična garsonjera, Autokomanda, 28m2
79;Opština Stari grad , Dorćol , Vojvode Dobrnjca;329000;3.0;4165;halooglasi;Prodajemo izuzetan trosoban stan na Dorćolu, 79m2
56;Opština Palilula , Borča , Ratnih vojnih invalida;89600;2.0;1600;halooglasi;Borča, dvosoban stan 56m2
44;Opština Rakovica , Miljakovac , Miljakovačke staze;75000;1.5;1705;halooglasi;Na prodaju jednoiposoban stan od 44m2 u prelepom
125;Opština Voždovac , TC Stadion , Dimitrija Marinkovića;250000;3.0;2000;halooglasi;Voždovac - TC Stadion-3.0-Uknjižen ID#2241
92;Opština Zemun , Batajnica , Kralja Radoslava;130000;4.0;1413;halooglasi;Kralja Radoslava, Batajnica, Zemun ID#2008
85;Opština Savski venac , Beograd na vodi , Bulevar Vudroa Vilsona;428000;3.0;5035;halooglasi;Beograd na vodi - Bulevar Vudroa Vilsona, 85m2
57;Opština Rakovica , Miljakovac , Dimitrija Koturovića;104900;2.5;1840;halooglasi;Rakovica, Miljakovac, 57+ lođa, V,cg, uknjižen
96;Opština Novi Beograd , Blok 70 (kineski tržni centar) , Jurija Gagarina;240000;3.5;2500;halooglasi;Stan za prodaju, Blok 70, 96m2, uknjižen
60;Opština Čukarica , Banovo brdo , Karpoševa;171000;3.0;2850;halooglasi;Banovo brdo, Karpoševa, novogradnja 3,0,  60m2
86;Opština Novi Beograd , Blok 4 (Politehnička akademija) , Bulevar Zorana Đinđića;217000;3.0;2523;halooglasi;Studentski grad 86m2, prodaja stana
62;Opština Novi Beograd , Tošin bunar , Tošin bunar;193788;3.0;3150;halooglasi;Novogradnja New Minel bez provizije za kupce
86;Opština Novi Beograd , Blok 63 , Nehruova;188000;3.0;2186;halooglasi;Blok 63, 3.0 sa garažom 86+14m2
